content,label,source
"Kerala Assembly polls: Unpredictability is the norm in Vattiyurkavu constituency All three major political fronts fancy their chance in the segment in the 2026 Assembly polls, setting the stage for a high-stakes contest",1,thehindu
"Kerala Assembly Elections 2026: Peravur braces for high-stakes election battle as K.K. Shailaja challenges Sunny Joseph The Left Democratic Front hopes that the former Health Minister’s popularity and ability to attract votes across party lines will help it wrest the seat, which had stood with the United Democratic Front even during the strong left wave in 2021",1,thehindu
"TDP politburo member felicitates party cadres for standing tough amid odds TDP politburo member Srinivasa Reddy said the party would reach out to its cadre, who, he said, were targeted during the erstwhile YSRC government",1,thehindu
"T.N. Assembly election: ECI issues official notification; filing of nominations begins The last date for withdrawal of nominations, if any, is April 9",1,thehindu
"Kerala Assembly polls 2026: Once a Left bastion, Chathannur gears up for a tri-cornered battle The Assembly segment’s electoral template has undergone a steady transformation by shedding its history of binary competition in favour of a fierce three-way rivalry; this evolution is primarily driven by the rise of NDA",1,thehindu
What is the Maharashtra Freedom of Religion Bill? | Explained How does the 60-day notice requirement work? Who can file a complaint under the law? What penalties does the Bill prescribe for violations? When can a marriage be declared null and void? Why have civil rights groups raised concerns? How has the State justified the need for the law?,1,thehindu
"IIT Guwahati team develops energy-efficient bricks The researchers said these bricks have been designed to keep buildings naturally cool, offering a solution for sustainable construction",1,thehindu
PMK releases candidate list; Sowmiya Anbumani to contest from party stronghold Dharmapuri The party’s treasurer M. Thilagabama will face off with actor Vijay and the DMK’s RD Sekar in the Perambur constituency,1,thehindu
Bengali actor Rahul Arunoday Banerjee dies after drowning; film industry mourns loss He is survived by his son and wife Priyanka Sarkar,1,thehindu
"Jorhat-based environmentalist receives second Jadav Payeng Award Anand Agarwala also funded the education of 5,000 students and built public toilets around the central Assam town",1,thehindu
Two found murdered in Nellore district The police suspect an alleged illicit relationship as a reason behind the double murder that took place in Gandavaram fields,1,thehindu
"BRS MLCs suspended from Telangana Legislative Council amid uproar over mining issue They demanded a House Committee probe into the alleged illegal mining case involving Raghava Constructions, and dismissal of Minister Ponguleti Srinivas Reddy",1,thehindu
"Kerala Assembly Elections 2026: Ballot printing only in 3 govt presses this time as ECI introduces colour images Of the 11 presses under the department in the State, the ballots for the upcoming polls can be printed only at two facilities in Thiruvananthapuram and one in Ernakulam",1,thehindu
Nitish Kumar resigns from Bihar Legislative Council The Bihar Chief MInister is likely to take oath as a member of the Rajya Sabha on April 10,1,thehindu
Government releases 33 FAQs for first phase of Census The portal has a list of Frequently Asked Questions (FAQs) to make it easy for the public to answer questions posed during the 16th Census of the country,1,thehindu
"Kannur Mayor alleges ‘backdoor appointments’ by Kerala govt under Central scheme, seeks ECI intervention P. Indira terms the alleged move under a Central assistance scheme a violation of Model Code of Conduct and an encroachment on powers of local self-government institutions",1,thehindu
"Indian national killed in Iranian strikes in Kuwait Kuwait’s Ministry of Electricity, Water and Renewable Energy said a service building at one of its power and water distillation plants was damaged during the attack, according to the state-run KUNA news agency",1,thehindu
"‘A double-engine govt. will de-risk people from  political conflicts that hurt their development’: Rajeev Chandrasekhar If a State government has ‘24x7 animosity towards the Centre, the people will suffer’, says Kerala BJP president Rajeev Chandrasekhar; calling the party’s performance in the 2025 local body elections in the State a ‘big jump forward’, he slams ‘fake narratives’ against the BJP among minorities",1,thehindu
Nitish Kumar: the constant and the variable of Bihar Nitish Kumar has taken oath as Chief Minister nine times — seven times with the support of the BJP and twice with the RJD,1,thehindu
"Despite assurance from Centre, MGNREGS workers denied work From Bihar to Rajasthan, thousands of rural workers say work has been halted; some district officials say they have been directed not to start new works as MGNREGA has been discontinued, though there are no such formal orders",1,thehindu
"Forest Minister seeks report on Karnataka government vets visiting Vantara This comes after Sameeksha Reddy, a 27-year-old trainee veterinarian, was recently killed in a hippopotamus attack in Tyavarekoppa Tiger and Lion Safari in Shivamogga",1,thehindu
"How close contests impacted victory margins in past Assembly elections in Tamil Nadu An analysis of the results of Assembly elections in the State since 1967, shows there have been occasions where candidates lost by fewer than 25 votes",1,thehindu
"Auto drivers protest by climbing cell tower claiming CNG shortage in Hyderabad The protests come amid reports of panic refuelling across the city, which has led to long queues of up to 1 to 2 km at several fuel stations, particularly in residential areas",1,thehindu
"Revisiting Dasgaon, where a 23-year-old drank water from a well and broke a social order Months before the Mahad Satyagraha of 1927, a similar symbolic act by the people of Dasgaon in Maharashtra took place. A group of about 300, led by Ramchandra Babaji More, drew water from a well and a lake and drank it. The satyagrahis were Dalits, implementing a resolution to open public water bodies to them. Now, 100 years later, the people of Dasgaon have forgotten the event",1,thehindu
"Centre allocates PDS kerosene to States, UTs in 60-day emergency measure to ease LPG pressure The move is intended to ensure that households facing LPG constraints continue to have access to essential fuel for basic domestic requirements",1,thehindu
"Kerala Assembly Elections 2026: Poll promises may hit the coffers hard While campaigning, LDF is highlighting welfare measures such as increased pensions and monthly wages implemented by the government. UDF has promised five basic ‘welfare guarantees,’ including raising welfare pensions to ₹3,000 if it comes to power. Experts question the rationale of such promises, given the huge cost involved in implementing and sustaining them",1,thehindu
"Kerala Assembly Elections 2026: Home voting commences on Monday In the categories of voters above 85 years and persons with disabilities, a little over 2.07 lakh voters have opted for the facility",1,thehindu
"Jifri Thangal distances himself from Umar Faizy’s remarks on women candidates “The decision to field candidates in elections should be left to the leadership of political parties,” he said",1,thehindu
"2 Indian, 1 Pakistani ships cross Strait of Hormuz Two other LPG carriers belonging to the state-owned SCI had crossed the strait and have discharged their cargo in India.",1,thehindu
"Karnataka Information Commission orders probe after ‘dead man’ attends hearings, signs documents in Mysuru One person claimed that although his father had passed away, official documents showed him attending hearings at the taluk office on June 13, 2023, and July 11, 2023, and even signing documents",1,thehindu
"Venugopal dismisses bribery allegations against him, calls them BJP-CPI(M) sponsored The Congress leader says the allegations of him accepting a bribe in exchange for a seat in the Haryana Assembly elections are baseless",1,thehindu
"Kerala Assembly Elections 2026: Not a good precedent for Governors to contest elections immediately after office, says Sreedharan Pillai The BJP leader, who served as Governor of Mizoram and Goa, talks about his decision not to contest the Assembly polls from Chengannur, the BJP-led NDA’s chances, and the focused attacks on the BJP by the LDF and the UDF",1,thehindu
"Tamil Nadu Assembly election 2026: Still waiting for your Voter ID? Download it online If your name is on the electoral roll and your mobile number is registered with the Election Commission of India and linked to your EPIC, you can download your e-EPIC online.",1,thehindu
"Maoist campaign saw continuity across regimes, sharper push recently: Former MHA official He said that the years 2006-2009 were the most difficult, and the gradual gains made over the years found a resolute push in the past two-years when Home Minister Amit Shah set a deadline of March 31, 2026, to eradicate Left Wing Extremism from the country",1,thehindu
"Congress block president killed in Punjab’s Ludhiana The two unidentified assailants came on a motorcycle and attacked Tiwari while he was sitting on a chair on Sunday (March 29, 2026) evening",1,thehindu
"Kerala Assembly Elections 2026: Green Button campaign picks up pace in Kerala Suchitwa Mission’s green election campaign, in association with the Election Commission of India, aims at reducing  waste generated during elections",1,thehindu
"Promises delivered and undelivered during 5 years of DMK government The govt. introduced schemes that did not figure in its manifesto, even while delivering key assurances such as Kalaignar Magalir Urimai Thittam and free bus travel; but it has not formulated the Higher Education policy, set up Kalaignar Canteens or created special courts for corruption cases",1,thehindu
"Navy employee kills paramour, stores half in fridge According to preliminary information from police, the horrific crime took place in a rented house in L.V. Nagar while the suspect’s wife was away visiting her parents",1,thehindu
"Tamil Nadu Assembly election: AIADMK takes the lion’s share of advantageous seats Of the remaining 19 Assembly segments, the BJP and the Pattali Makkal Katchi (PMK) have been allotted eight each with one each to the Indhiya Jananayaga Katchi (IJK), Puratchi Bharatham and the Tamizhaga Makkal Munnetra Kazhagam (TMMK).",1,thehindu
"T.N. Assembly election: Virugambakkam, a fast-developing locality that reels under multiple civic issues Hailing from diverse socio-economic backgrounds, the residents of Virugambakkam constituency demand that pattas be issued to people living on government poramboke land in a few areas; they also demand that a public library be built",1,thehindu
The rise of temporary teachers in West Bengal | Data The State has not been able to expand its institutional capacity in line with rising demand,1,thehindu
"BJP is the ‘A team’ of Kerala, says Modi at campaign meet Positioning the BJP-led NDA as a decisive alternative, the Prime Minister said that an NDA government would advance the vision of a “Viksit Kerala”",1,thehindu
31 arrested for Ram Navami clashes in Bengal district Police say 31 people have been arrested and 21 injured in the clashes; prohibitory orders have been imposed,1,thehindu
"Tamil Nadu Chief Minister MK Stalin, TVK's Vijay File Nomination For Polls Tamil Nadu Chief Minister MK Stalin, TVK's Vijay File Nomination For Polls",1,ndtv
"Opinion: Opinion | Shadow Wars: The 'Inside Networks' Helping Israel Target Iran And Its Leaders Over the past four weeks, with Tangsiri being the latest example, Israel has showcased that its war with Iran was being waged over the years in the shadows of espionage, intelligence, and covert operations.",1,ndtv
"Delhi School Result 2026: Class 9, 11 Scorecard Out Today? Check Details, Download Link Here DoE Class 9, 11 School Result Out Soon, Download Link, Details Here",1,ndtv
"Bengaluru, Hyderabad, Pune, Ahmedabad Salaried Class Set For Secret Pay Hike? The benefit, however, is tightly targeted",1,ndtv
"Stock Market Live Updates: Sensex Slides 1,000 Points As Crude Oil Surges Amid Iran War Stock Market News Today Live: Both Sensex and Nifty declined at open.",1,ndtv
"Married Navy Staffer Kills Lover At Home, Chops Up Body, Stores In Fridge Polipalli Mounika was allegedly stabbed to death following an argument.",1,ndtv
"Amid Iran War, Centre Allows Kerosene Sale At Select Petrol Pumps For 60 Days Allowing kerosene back into the retail fuel network provides a fallback fuel for households.",1,ndtv
Nitish Kumar Resigns From Bihar Assembly Weeks After Rajya Sabha Move: Sources Nitish Kumar is the longest-serving Chief Minister of Bihar,1,ndtv
"Amid NCP Feud Buzz, Ajit Pawar's Missing Photo On Party Posters Sparks Row There is speculation that infighting has started in Ajit Pawar's party after his death",1,ndtv
"Foreign Artist Paints Elephant Pink For Photoshoot In Jaipur, Faces Outrage: ""Deeply Upsetting"" The forest department official said the matter would be investigated.",1,ndtv
'Court Doesn't See Hindu-Muslim': A Ruling For Interfaith Couple In Live-In The court said right to live with a person of his/her choice is intrinsic to right to life,1,ndtv
"UPPSC PCS Final Result 2024 Out, Download Roll Number-Wise List Here UPPSC PCS 2024 Final Result Declared, Download Directly Here",1,ndtv
"Inside The Jhiram Valley Massacre: Survivor Stories From 2013 Attack Jhiram Valley Massacre: The survivors carry not just scars, but questions.",1,ndtv
Iran War Bleeding Your Portfolio? This One Move Can Still Save You Money Tax gain harvesting allows investors to lock in profits,1,ndtv
"Google Student Researcher 2026 Applications Close on March 31, Direct Link To Apply Here apprenticeships and internships across Google's research teams",1,ndtv
"BSEB Bihar Board 10th Result 2026 LIVE (Out): Pushpanjali And Sabreen Share First Rank With Identical Scores BSEB 10th Result 2026 Highlights: Out Today, Download Directly Here",1,ndtv
"March 31 Deadline: Ignore This And You Lose These ""Guaranteed"" Tax Returns Unpaid tax after March 31 will invite penalties",1,ndtv
"Watch: Child Hits Biker With Water Balloon From Moving Car, Delhi Police Takes Action After video went viral, social media users demanded accountability.",1,ndtv
"Is Your Office Health Cover Enough? Zerodha's Nithin Kamath Flags A Big Gap While corporate health insurance can be a starting point, its scope and benefits are limited.",1,ndtv
"PM Modi Says Gulf Nations Prioritising Safety Of Indians, Slams Congress PM Modi noted that India is closely monitoring situation.",1,ndtv
Retired brigadier out on morning walk killed by ‘stray bullet’ in Dehradun amid ‘road rage’ shootout ,1,indianexpress
"Gold Rate Today, March 30: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities ",1,indianexpress
Mahavir Jayanti 2026 Bank Holiday: Are banks open or closed on March 30–31 in India? City-wise list below ,1,indianexpress
"Cutting through Maoist heartland: Over last 15 months, remote Chhattisgarh villages got string of roads, bridges ",1,indianexpress
"War lessons for military: Procure anti-drone systems, integrate them with legacy weapon system to create effective umbrella ",1,indianexpress
Administrative hub of Iron Age kingdom? ASI dig at Bihar’s Balirajgarh seeks answers on ancient Mithila history ,1,indianexpress
"‘Was treated as if I was a murderer, moving around streets of Canada… I’m still having that stigma’: Ex-India envoy Sanjay Verma ",1,indianexpress
"In Kerala, Modi says Gulf nations prioritising safety of Indian expats, slams Congress for ‘dangerous’ remarks ",1,indianexpress
"Will bring UCC to Assam, ban ‘four marriages’: Amit Shah in Nalbari as election campaign heats up ",1,indianexpress
"TVK candidate list out: Actor-politician Vijay to contest from Perambur, Trichy East in Tamil Nadu Assembly polls ",1,indianexpress
"‘Wounds get opened again’: In Assembly, Sajad Lone draws parallel between Farooq Abdullah attack and his father’s assassination ",1,indianexpress
"LPG crisis, lockdown rumours and an exit from Surat: Why many Odia migrants are back home ",1,indianexpress
"Adopt medium to long-term strategy, counter fake news: Rajnath at first IGoM meet on West Asia conflict ",1,indianexpress
"Churn in Uttarakhand as 2 former MLAs from BJP, 1 from BSP jump ship to Congress ",1,indianexpress
"Uttarakhand CM Dhami meets PM Modi: Seeks RRTS extension to Haridwar, Rishikesh; early launch of Rishikesh-Vyasi rail section ",1,indianexpress
MEA clears air on NYT report: ‘Telephone conversation on March 24 was between PM Narendra Modi and President Donald Trump only’ ,1,indianexpress
"The Tripura queen who fainted before Goddess Durga, and the king who changed the idol forever ",1,indianexpress
"‘Profit should not be allowed to pretend it stands alone’: Justice B V Nagarathna calls for corporate accountability, environmental justice ",1,indianexpress
"Great Indian Bustard birth in Gujarat after a decade, with egg transported via halt-free 770 km corridor from Sam in Rajasthan ",1,indianexpress
Indian Railways Middle Berth Rules: From sleeping time to seat norms – Here’s all you need to know ,1,indianexpress
"Noida International Airport Inauguration Live Updates: PM Modi slams SP over ‘loot’ in Noida, says BJP now powering UP’s development ",1,indianexpress
‘99% Hindus want out of Congress; it will become single-community party after Assam polls’: CM Himanta ,1,indianexpress
"5 QUESTIONS | Deepender Hooda: ‘Need laws to regulate use of social media, mitigate its ill-effects’ ",1,indianexpress
"Rajya Sabha clears Finance Bill 2026 | Excise duty cut to not burden citizens, says FM; poll move: Opposition ",1,indianexpress
"‘Kept in dark about Bill, minister skipped meeting’: Why India’s top transgender advisors resigned in protest ",1,indianexpress
"‘Mothers and sisters will have to guard….If they terrorise then, come out with anything you find at home’: EC seeks report on Mamata’s speech ",1,indianexpress
"‘Firm solidarity in this hour of grief’: Mirwaiz visits Iran Embassy, condoles death of Ayatollah Khamenei ",1,indianexpress
"‘Condemn unjust, illegal war on Iran’ – Omar seeks PM Modi’s intervention to end West Asia conflict ",1,indianexpress
"Post SIR, Bengal’s female elector count hits 10-year low; gender ratio falls for first time in 13 years ",1,indianexpress
Govt slashes excise duty by Rs 10 but retail price remain same. Here’s what petrol pumps are saying ,1,indianexpress
"Petrol-Diesel Price Today March 27: Check city-wise fuel rates in Bengaluru, Chennai, New Delhi, Mumbai after excise cut ",1,indianexpress
"Solidarity with Iran, NLU demand: Chaos in J-K Assembly as slogans fly across aisle on global, local issues ",1,indianexpress
"Gold Rate Today, March 27: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities ",1,indianexpress
"Nirav Modi case: How India secured his extradition, and what lies ahead for the fugitive diamond merchant ",1,indianexpress
Historic temple reopens in Srinagar after 3 decades with grand Ram Navami celebrations: ‘Shows spirit of brotherhood’ ,1,indianexpress
"On a farewell note: Ahead of RS move, CM Nitish Kumar completes Bihar yatra with highlights from past, nod to future ",1,indianexpress
"Imprisonment of up to 3 years for negligence, misuse of data, offensive questions: Registrar General to Census officers ",1,indianexpress
"Dehradun: Medical student found dead in car, canula attached to arm; FIR filed after father blames HOD ",1,indianexpress
"Railways to build underpasses in mission mode, projects to be completed in just 12 hours – here’s how ",1,indianexpress
"Vande Bharat Express food complaint: IRCTC fined Rs 10 lakh; service provider penalised Rs 50 lakh, contract terminated by Railways ",1,indianexpress
Software engineer and mother of 2 run over during fight over use of Indore penthouse as Airbnb ,1,indianexpress
Noida International Airport inauguration: PM Modi to launch Delhi-NCR’s new Airport in Jewar on March 28 – Key details ,1,indianexpress
"Gold Rate Today, March 26: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities ",1,indianexpress
"Gold, Silver Rate Today, 26 March 2026 Live Updates: Gold futures fluctuate as crude oil surges past $100 ",1,indianexpress
"From biometric checks to cap of 9 SIM cards per person, Centre moves to tighten SIM issuance to curb digital arrest fraud ",1,indianexpress
"Top News Headlines of March 26, 2026 | Dehradun: Medical student found dead in car, canula attached to arm; FIR filed after father blames HOD ",1,indianexpress
"With modern tech and an old-fashioned oath, Puri’s Jagannath Temple opens treasure trove for first time in 48 years ",1,indianexpress
"Transgender rights activist and NALSA petitioner Zainab Patel: ‘Now, I am what the system chooses to recognise me as, not who I say I am’ ",1,indianexpress
"As demand for law school in Jammu intensifies, BJP youth wing calls for civil secretariat gherao ",1,indianexpress
"26 March 2026 Holiday: Ram Navami bank holiday in India, state-wise list, are schools closed on March 26? ",1,indianexpress
Why the Union Govt has asked Congress to vacate two bungalows in its possession on Delhi’s Akbar Road and Raisina Road ,1,indianexpress
‘He will dictate me?’: CJI Surya Kant slams petitioner’s father for contacting family in medical college admission case ,1,indianexpress
"In a room away from prying eyes, a quiet Sharjeel Imam takes part in brother’s wedding ",1,indianexpress
Need to formalise a comprehensive integrated roadmap based on lessons learnt in West Asia conflict: Rajnath ,1,indianexpress
"A patient went missing from Jamshedpur hospital. 10 days later, body found on premises, cannula still attached ",1,indianexpress
"‘He refused life jacket, seemed exhausted before swim’: Singapore court proceedings capture Zubeen Garg’s final moments ",1,indianexpress
"Gold Rate Today, March 25: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities ",1,indianexpress
"Not just Jammu, Kashmir: Proposed legislation seeks 2 new divisions in J-K — Chenab and Pir Panjal ",1,indianexpress
"170 custodial deaths in first 74 days this year; Bihar, Rajasthan, UP top the list: MHA data ",1,indianexpress
"4 boats vanish overnight as territorial dispute between Tamil Nadu, Andhra fishermen leads to a political storm ",1,indianexpress
"2 India-bound LPG carriers cross Strait of Hormuz amid West Asia conflict, to hit shores soon ",1,indianexpress
Strait of Hormuz blockade: MHA directs states to guard LPG lifeline amid West Asia fuel fears ,1,indianexpress
"He killed comrade for wanting to surrender. Month later, Odisha’s top Maoist lays down arms himself ",1,indianexpress
"Jharkhand to Greater Noida via Ahmedabad – journey of a teenage girl ‘trafficked, confined by couple’ ",1,indianexpress
PM says India has adequate crude oil storage and supply arrangements; Govt calls all-party meet today ,1,indianexpress
No refund if tickets cancelled less than 8 hours before scheduled journey: Railways revises seat booking rules ,1,indianexpress
"Gold Rate Today, March 24: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities ",1,indianexpress
‘Days of Royalty are Over’: Behind the explosive fallout between Tripura CM and the royal scion ahead of April polls ,1,indianexpress
"After 48 years, Puri Jagannath temple’s Ratna Bhandar inventory starts: How ‘secret chambers’ will be audited ",1,indianexpress
"Fresh arrest in Bihar paper leak case, accused ‘transported 30 candidates’ in SUVs to Hazaribagh hotel ",1,indianexpress
"BJP seal on Election Commission letter in Kerala: ‘It is no secret,’ quips CPM; CEO calls it clerical error ",1,indianexpress
"They wanted to teach father, son ‘how to behave with police’: Behind brutal 2020 custodial killings in Tamil Nadu ",1,indianexpress
"In letter to Sitharaman, Anil Ambani expresses willingness to repay dues, seeks panel to crystallise amount, timeline ",1,indianexpress
